-o cc_algo (Client),-o cc_algo (Server),-o cfcw (Client),-o cfcw (Server),-o init_max_data (Client),-o init_max_data (Server),-o init_max_streams_bidi (Client),-o init_max_streams_bidi (Server),-o init_max_streams_uni (Client),-o init_max_streams_uni (Server),-o max_cfcw (Client),-o max_cfcw (Server),-o max_sfcw (Client),-o max_sfcw (Server),-o sfcw (Client),-o sfcw (Server),Goodput (kbps),Test Number
1,1,27871,46415,14417714,13500179,93,90,119,94,20132659,20132659,79201,45371,83724,23343,46154.575810878996,1820
3,1,104377,77418,10605633,13814567,90,92,91,116,20132659,20132659,96354,131070,62695,45961,46098.11680750266,1821
1,1,83529,72082,11377366,13731942,98,96,99,91,20132659,20132659,63766,72733,57984,78888,45329.93401481816,1822
1,1,107453,48943,10090429,13341519,103,94,98,111,20132659,20132659,104565,128454,109557,66146,46065.81530528472,1823
3,1,102622,40456,11544894,13208473,102,89,96,102,20132659,20132659,102041,41061,39068,28478,45897.47461815062,1824
1,3,105575,50848,10437684,13591665,88,91,94,104,20132659,20132659,50906,48274,56113,51977,43671.5603590096,1825
1,1,100311,46523,10332750,13465832,83,93,120,95,20132659,20132659,54602,127139,111335,38793,45492.05736312699,1826
3,1,65818,117814,12435959,13896261,104,90,93,100,20132659,20132659,61108,119008,60496,36298,45391.0091408529,1827
1,1,98101,67585,14219740,13761020,99,89,119,93,20132659,20132659,66629,121515,42151,31337,45982.43607024475,1828
1,1,92577,112586,14571917,10001092,100,93,97,101,20132659,20132659,70242,36326,85626,26344,44959.50828967946,1829
3,1,103236,45120,10564291,12973757,101,91,102,97,20132659,20132659,57566,115739,36734,40198,46029.82064047488,1830
1,1,31233,47830,10697329,13355151,104,103,119,103,20132659,20132659,105293,65281,114357,33596,46065.41055814293,1831
1,1,114845,74695,13377800,13641939,106,89,120,106,20132659,20132659,96374,125091,82062,36620,45930.57145688681,1832
3,1,21008,70583,10153950,14019016,102,91,92,105,20132659,20132659,98403,112365,50023,82831,45474.17814416135,1833
1,1,95820,42904,12678744,13514064,118,95,94,95,20132659,20132659,53035,43767,71716,89795,45427.97928920221,1834
1,1,107546,32625,10504928,13154529,84,84,120,117,20132659,20132659,37035,69858,76656,32203,45261.939615193485,1835
3,1,110454,51853,12123093,14359542,103,90,119,90,20132659,20132659,59430,127250,62779,43567,45906.692708490096,1836
1,2,100527,49138,13784918,15337036,101,92,99,99,20132659,20132659,94493,59500,54947,29313,42675.15359754264,1837
1,1,104000,36933,14934242,13632126,107,119,95,115,20132659,20132659,106862,46611,58177,40557,46093.12686339994,1838
3,1,106139,44618,10411981,13853919,105,89,91,94,20132659,20132659,64590,39926,61925,38464,46140.816096411254,1839
1,1,57522,66192,10248019,13272648,100,97,93,102,20132659,20132659,32295,77832,59205,34839,45914.70817154698,1840
1,1,121079,40775,10749889,13489033,102,93,97,86,20132659,20132659,56054,130969,115290,31905,46196.28584110466,1841
3,1,102082,82479,13107013,13733216,86,102,118,101,20132659,20132659,91130,122358,45422,72680,46114.25920184355,1842
1,1,97273,51302,10594723,13383325,104,88,119,114,20132659,20132659,62197,56666,78928,57774,45389.6583144494,1843
1,1,90423,47495,15526786,14941871,101,91,92,108,20132659,20132659,87108,129083,56403,46135,44776.448910614796,1844
3,1,93807,111663,10099050,13075340,106,85,98,96,20132659,20132659,100461,43175,74999,27818,46212.0133712052,1845
1,1,98315,43231,10394971,13587591,99,95,103,91,20132659,20132659,43282,62251,51469,24989,46079.78343851778,1846
1,1,108914,49281,10003562,13984789,103,115,120,120,20132659,20132659,103205,38432,62102,42607,46027.37080294053,1847
1,1,112867,39168,12215677,13235472,87,90,118,103,20132659,20132659,48471,74444,81273,34629,45360.35290695097,1848
3,3,105886,73169,10289705,12902825,102,94,95,93,20132659,20132659,105060,126599,48153,53331,45143.19602286487,1849
1,1,100811,45388,14000245,13681085,100,92,94,95,20132659,20132659,107620,123786,59708,38127,45299.458044337116,1850
1,1,103807,52357,10639278,13450582,104,112,120,104,20132659,20132659,59852,114026,72126,30778,45791.619561888714,1851
3,1,76869,35397,10469624,14178270,107,89,96,100,20132659,20132659,68171,47826,111550,50149,45990.88143896946,1852
1,1,96272,120717,10786002,13821401,116,90,119,92,20132659,20132659,57225,118705,53736,36198,45567.37812098707,1853
1,1,36744,87267,10212973,13355428,98,88,92,105,20132659,20132659,106675,129128,116928,27786,46145.207143297215,1854
3,1,99274,48165,10360597,13542295,101,92,100,110,20132659,20132659,52895,42768,63144,40529,45332.89812293901,1855
1,1,80412,114489,10540694,13707088,105,83,118,102,20132659,20132659,72516,70273,57683,85902,46044.626238375095,1856
1,1,85905,41870,10633429,13930845,103,90,101,99,20132659,20132659,101543,16700,60017,32966,45857.35504019881,1857
3,1,62856,44194,14643546,13187492,100,98,97,94,20132659,20132659,24262,125324,85373,29913,46208.22047898168,1858
1,1,107588,46463,10777205,13438180,102,91,119,97,20132659,20132659,46272,111540,113759,36537,46194.606834632206,1859
1,2,102908,69592,15355104,13805500,104,81,99,90,20132659,20132659,62123,127545,64379,48608,44764.95565719616,1860
3,1,105571,49625,10488767,13597773,101,93,120,101,20132659,20132659,27168,67101,55964,61730,45879.62666710421,1861
1,1,111087,76845,10357395,13056391,93,89,93,103,20132659,20132659,108060,31313,70796,23478,46167.35277930655,1862
1,1,101233,116358,14300126,14048623,91,96,119,104,20132659,20132659,104197,41448,116673,38710,45422.93659551933,1863
3,1,94440,51427,10184595,14439729,106,88,91,118,20132659,20132659,55760,120663,73427,33454,44840.64230580085,1864
1,1,90333,30020,10711463,13358025,103,92,118,91,20132659,20132659,58366,45563,54547,42326,46042.75606407976,1865
1,1,98962,46761,10479818,13715476,102,111,96,96,20132659,20132659,51367,38175,77284,25820,46009.16935555084,1866
3,1,104643,40454,15042524,13908071,100,91,98,93,20132659,20132659,98104,130905,58065,29089,45389.38815881671,1867
1,3,108806,42876,10293647,13569729,105,89,120,100,20132659,20132659,66036,65631,60819,74295,45146.937571714276,1868
1,1,102995,37523,10586718,11493255,99,100,118,95,20132659,20132659,40166,35273,63733,44876,45943.32533710142,1869
3,1,53297,71786,10402403,13295225,101,82,94,92,20132659,20132659,94035,124583,51983,39648,44945.56076881986,1870
1,1,107031,48717,14498285,13486400,107,85,120,103,20132659,20132659,107105,63458,112976,34941,46095.50771719587,1871
1,1,99762,45886,12757818,14800878,104,91,119,90,20132659,20132659,61289,20496,70053,77427,45903.95452401356,1872
3,1,95615,64547,10251231,13711738,115,106,97,98,20132659,20132659,34820,128848,57486,80812,46056.9125108367,1873
1,1,110906,79667,10150153,12887920,102,94,93,102,20132659,20132659,54729,115634,80580,32289,45054.77023356638,1874
1,1,102027,51253,10659104,13156476,103,90,119,107,20132659,20132659,108293,72681,65514,37305,45942.721443421375,1875
3,1,23682,127438,12993904,13854825,101,88,98,111,20132659,20132659,17918,56305,74795,70154,46180.03513347915,1876
1,1,125627,74122,15797258,13605202,89,92,91,93,20132659,20132659,101324,33829,61469,31074,46022.67390569657,1877
1,1,92779,39000,12523491,14151352,105,89,100,106,20132659,20132659,64120,49095,109989,26769,46155.08370642256,1878
1,1,106159,34072,10838918,14575404,100,93,118,94,20132659,20132659,59450,77452,115627,47218,46115.50139276532,1879
3,2,96795,47864,10512122,13375380,88,104,94,116,20132659,20132659,98536,44620,118500,42072,44208.34174344683,1880
1,1,100964,44414,10005261,13239130,98,95,92,97,20132659,20132659,75701,127211,83075,33783,45782.872399589796,1881
2,1,108903,68037,10342307,13488706,106,84,95,101,20132659,20132659,104608,68574,59212,36559,46135.99452216023,1882
1,1,104312,84285,10687928,14010325,102,90,120,103,20132659,20132659,57224,40120,68009,28948,46187.12910646386,1883
3,1,115904,52103,10463964,13827950,99,88,118,100,20132659,20132659,109478,122302,56275,39492,45628.84700322664,1884
1,1,34323,41363,12379842,14316553,105,96,104,95,20132659,20132659,102836,117715,71687,35106,46083.327427755554,1885
2,1,19068,49465,10119283,13683184,103,90,119,99,20132659,20132659,105552,131012,53893,44058,45225.16596993618,1886
1,1,99472,109615,10543820,13530254,115,91,93,86,20132659,20132659,53557,110152,63607,31825,45870.369276735546,1887
3,1,112360,47127,10832212,12987832,101,110,99,91,20132659,20132659,95997,126150,79152,40663,45329.15018326499,1888
2,1,88450,118333,13501377,13385647,104,93,117,104,20132659,20132659,84679,36854,115512,38317,46136.01989622898,1889
1,3,72138,44160,10408819,13648661,103,94,92,96,20132659,20132659,63537,60460,50045,23903,44306.12957388811,1890
1,1,102840,122349,10234883,13081213,102,98,96,105,20132659,20132659,108355,41569,75802,50730,46225.713696874314,1891
2,1,97920,18798,13276476,13294365,100,89,95,113,20132659,20132659,58794,125764,61442,26974,45609.32259188759,1892
3,1,105232,52805,10605267,13796669,91,92,120,102,20132659,20132659,100406,113127,66003,31392,45899.93576225688,1893
1,1,108076,49818,14806758,13468430,101,120,101,94,20132659,20132659,90857,128191,58460,33338,45471.910337713416,1894
2,1,56239,45230,10320851,14010807,85,91,119,91,20132659,20132659,61082,45634,117840,54274,45417.403220243825,1895
1,1,38415,70117,14214861,13577685,106,113,118,119,20132659,20132659,48439,70971,47047,29601,46150.13220163307,1896
3,1,83512,31725,10734465,13234094,107,88,99,90,20132659,20132659,106425,109353,113064,36955,46145.05483866354,1897
2,1,94482,41174,10469408,13905206,114,85,98,92,20132659,20132659,108907,123609,85384,41974,45541.32869194349,1898
1,1,101977,27717,10106044,13688368,92,89,91,98,20132659,20132659,54881,47149,60654,34945,45946.57153764711,1899
1,1,26488,110865,10320508,13426905,99,91,117,100,20132659,20132659,51417,79141,55763,39269,46119.431212916905,1900
2,1,104204,47609,10686458,13752764,105,92,97,101,20132659,20132659,102603,129081,69150,45218,45982.788948924324,1901
3,2,97884,42295,13937261,14131218,104,90,119,95,20132659,20132659,68921,120999,62940,28956,44008.00564487148,1902
1,1,109882,88926,14424420,13159732,113,97,120,103,20132659,20132659,65135,59226,73509,26181,45571.33885712672,1903
2,1,106122,45195,12836117,13550517,102,88,94,93,20132659,20132659,62481,38981,110767,35753,46135.08107427331,1904
1,1,91028,113753,13682317,13347537,100,93,118,104,20132659,20132659,96337,99679,66458,56088,45907.29565537656,1905
3,1,100533,75459,10555827,13774908,103,90,119,117,20132659,20132659,110693,50394,59023,32686,45767.88503643761,1906
1,1,96415,62894,10413809,12974762,86,95,96,94,20132659,20132659,106520,42875,52469,47397,45863.47256674133,1907
2,1,113573,37828,10831227,13937230,101,114,92,102,20132659,20132659,44057,54551,71402,37809,45556.34120247425,1908
1,1,107594,50737,10589774,15072738,116,94,93,96,20132659,20132659,57846,107528,64292,43100,45549.439659783166,1909
2,1,103449,66764,10269494,13637799,104,102,120,112,20132659,20132659,81412,127024,119028,67117,45299.53143115732,1910
3,1,101035,48302,10203544,12844078,89,89,118,90,20132659,20132659,56016,62924,54654,30031,46154.220290649275,1911
1,3,106095,46410,10736203,13463077,102,91,100,101,20132659,20132659,109126,102728,57207,34219,44649.039700061956,1912
2,1,99448,53325,11314640,10241744,107,99,102,99,20132659,20132659,37907,130967,77143,40535,45809.92443657822,1913
1,1,93878,44261,10413286,14693806,98,87,117,93,20132659,20132659,93723,99202,61861,36847,45928.58480349269,1914
3,1,109830,72127,10584240,13105905,100,92,97,102,20132659,20132659,59898,75145,81698,23721,44848.673429835464,1915
1,1,104191,40119,12685267,13587302,113,84,94,115,20132659,20132659,103422,124736,68893,59276,46127.698698202206,1916
2,1,96981,50097,15191016,13239536,84,89,116,105,20132659,20132659,66115,104539,108558,31482,45338.75398806728,1917
1,1,102050,18267,10167741,13857965,106,96,120,92,20132659,20132659,98154,44412,117307,39031,46178.535253446076,1918
2,1,107496,42862,10459087,13365339,102,90,91,97,20132659,20132659,104985,115825,113699,27032,46108.22665486745,1919
1,1,85568,48982,12617467,13695139,108,117,119,94,20132659,20132659,107276,112146,60033,34220,46140.41003024651,1920
3,1,68907,34521,10313983,14278574,105,88,117,89,20132659,20132659,49567,101339,64476,42218,45320.01564583365,1921
1,1,98647,120143,10094890,13528622,101,91,98,100,20132659,20132659,100004,36708,56923,51388,45448.99846618039,1922
2,1,111924,46067,14345396,13288374,103,87,93,120,20132659,20132659,88951,67250,115831,76437,45571.93302693482,1923
1,1,104148,51523,14159885,14075718,87,101,118,87,20132659,20132659,61498,128627,43895,29636,45960.165264895564,1924
3,2,94982,117188,10000782,14412217,104,93,99,103,20132659,20132659,110264,97616,67119,84042,45019.95106555059,1925
2,1,53386,53467,10641021,13770540,114,94,95,95,20132659,20132659,54085,40390,74801,36211,46135.58854085602,1926
1,1,100599,43076,14685965,13422698,99,83,119,106,20132659,20132659,56156,49215,62640,79433,46199.66966436071,1927
1,1,106123,47775,10894219,13929998,102,90,120,109,20132659,20132659,108488,123450,54332,31828,46221.53652878719,1928
2,1,91492,81527,12236986,13601502,100,85,118,91,20132659,20132659,59406,82064,79791,44738,45572.725277447586,1929
3,1,102036,70346,10531555,12997284,103,91,92,104,20132659,20132659,63693,65211,70723,28242,45191.47070120895,1930
1,1,110104,78051,10763257,13157038,101,92,120,101,20132659,20132659,51525,106237,58624,40597,45979.058791158495,1931
2,1,107956,125328,10338883,13471785,115,95,91,114,20132659,20132659,110971,100922,118191,38531,46035.605312259904,1932
1,1,97946,38068,10451071,13731525,105,89,101,93,20132659,20132659,105646,57381,84567,35185,45912.848535799356,1933
3,3,105250,46103,10222704,13332186,90,88,97,85,20132659,20132659,101118,119148,61267,48302,44530.15281844608,1934
2,1,103273,90173,10652160,14198528,101,86,119,108,20132659,20132659,108556,127580,50991,25377,45998.068747542755,1935
1,1,99812,74155,11918951,13824799,106,90,96,96,20132659,20132659,69398,47514,112211,71503,45402.408404790396,1936
1,1,31181,48745,14875644,11390708,107,93,116,118,20132659,20132659,58261,69751,87455,33804,46097.128864778366,1937
2,1,93388,65517,10520492,13650450,103,89,117,89,20132659,20132659,103770,29816,119623,30878,46166.006164927494,1938
3,1,96380,50848,10385042,13470643,100,91,93,102,20132659,20132659,96008,98365,78116,37261,44925.8707237693,1939
1,1,114792,16727,14018445,13979285,113,97,94,90,20132659,20132659,111529,42178,65384,53087,46222.427934219915,1940
2,1,101941,16391,10213175,13233345,99,92,120,98,20132659,20132659,66673,126091,72811,41633,45489.88644621108,1941
1,1,82154,43636,10801480,13521400,108,88,100,92,20132659,20132659,53528,103953,55349,28023,45776.05193251742,1942
3,1,37663,39991,10665553,13682525,104,90,98,94,20132659,20132659,61174,109042,115604,33060,46210.842344749326,1943
1,1,108630,107791,13151649,13099607,102,112,118,99,20132659,20132659,93037,99699,60142,39484,46110.507684527605,1944
2,2,89413,46357,10345959,12781865,114,87,119,105,20132659,20132659,56959,34445,68848,36430,44784.863514299905,1945
1,1,16576,112765,12950011,13865445,101,93,119,103,20132659,20132659,46117,122066,58400,43368,45571.73496861059,1946
2,1,118040,35386,10537031,13598853,104,94,104,91,20132659,20132659,109512,128632,120585,87695,45987.50291923824,1947
3,1,105915,52839,10101454,11808928,106,96,95,100,20132659,20132659,106593,55269,63617,63472,46167.20032845241,1948
1,1,99207,48572,12443657,13359607,103,91,91,96,20132659,20132659,42015,73483,56423,46694,45336.671184872444,1949
1,1,103123,20160,10445124,14044048,112,90,92,95,20132659,20132659,64166,124812,52414,22595,45987.755030436994,1950
2,1,78393,29096,10264048,12898834,102,89,102,104,20132659,20132659,98826,61800,66441,73728,46095.887663429894,1951
3,1,58614,110402,10874239,14517254,98,92,118,86,20132659,20132659,111481,38506,49217,30368,45888.81248601636,1952
1,1,112111,86115,10725632,13782647,117,98,93,88,20132659,20132659,102375,51622,106582,33042,45984.60383911818,1953
2,1,96063,44765,10608048,13257931,105,87,117,93,20132659,20132659,107644,97361,82473,38200,46164.12611776722,1954
1,1,100550,68457,12576060,13431563,101,86,120,102,20132659,20132659,59858,44282,114244,25294,45501.75501022739,1955
3,1,105280,128999,10454440,13573395,83,88,98,101,20132659,20132659,105340,101634,76094,50096,46264.490385702506,1956
2,3,74643,42094,10346686,13749501,100,83,119,119,20132659,20132659,56121,107724,62708,81707,44857.16317722696,1957
1,1,107981,47240,11708842,15561904,113,90,84,110,20132659,20132659,109022,103575,60132,28261,46017.700280156605,1958
1,1,109926,115815,10541707,13924221,102,89,115,92,20132659,20132659,73531,128920,73026,40697,45740.35885149202,1959
2,1,98122,51146,14472706,13096678,103,85,96,103,20132659,20132659,110992,95049,67884,34911,45650.44999548317,1960
1,1,87580,122141,10700398,13362176,104,91,94,97,20132659,20132659,33402,113488,123503,31024,45445.30516520945,1961
3,1,102902,39255,10168763,13632368,94,93,120,99,20132659,20132659,28502,118305,117469,44495,46038.3844925333,1962
2,1,92546,71925,13845937,14139177,115,95,99,94,20132659,20132659,61651,110967,57619,36513,45928.53451070055,1963
1,1,104801,49673,10286690,13535689,100,100,117,101,20132659,20132659,103807,80668,55087,38662,46188.6804088404,1964
1,1,101673,77041,14995052,13820256,99,92,106,95,20132659,20132659,97802,40295,70846,32357,46121.28226345175,1965
3,1,52015,44656,14613044,13218397,107,90,118,105,20132659,20132659,52284,68406,111992,29543,45853.39456150813,1966
2,1,106707,47731,10811893,10633605,105,116,97,89,20132659,20132659,100102,100696,109646,69262,45310.07714253924,1967
1,2,97524,32394,10585629,14772362,102,89,119,116,20132659,20132659,94400,105491,64753,41462,44637.06544805172,1968
2,1,100074,43326,10417869,13510368,101,94,116,87,20132659,20132659,112311,45372,120386,34535,45972.35610977543,1969
1,1,95098,41500,10185074,13674173,113,91,95,90,20132659,20132659,20539,97397,62161,26294,45512.24694192672,1970
3,1,63515,51604,10524140,13009473,103,88,100,106,20132659,20132659,58221,125966,53253,32149,45097.90934622448,1971
1,1,110717,53117,12340724,13404615,86,111,118,91,20132659,20132659,107573,76671,78363,57454,45280.361093883,1972
2,1,104234,46184,10094880,10381893,99,92,92,100,20132659,20132659,63702,131042,60575,35878,45333.53508933107,1973
1,1,106974,49802,10690449,13987589,101,87,120,104,20132659,20132659,112992,71969,57149,39035,45276.866212995265,1974
3,1,103060,37777,10332474,13282788,106,89,119,102,20132659,20132659,109720,123308,80933,43228,46112.96638032304,1975
2,1,99455,75227,15619822,13686131,112,99,93,93,20132659,20132659,105430,95144,115814,46531,45424.166417577464,1976
1,1,101468,18648,10893524,13878672,102,91,98,98,20132659,20132659,102472,59429,41421,28330,46057.747001631775,1977
2,3,113253,62830,10448187,13446746,114,90,118,94,20132659,20132659,60762,99069,68961,23810,44519.187291828974,1978
1,1,108746,47612,14173978,14394849,108,86,101,103,20132659,20132659,50104,126968,66785,33031,45451.43637368473,1979
3,1,91446,26376,10625248,13584146,100,93,99,90,20132659,20132659,54659,43090,75314,40665,45836.38231372806,1980
1,1,105425,119202,12810183,11552833,88,88,91,96,20132659,20132659,68107,102411,58775,36799,46254.82199690775,1981
2,1,98982,36276,10261224,14223639,104,84,116,92,20132659,20132659,57509,48325,118554,30293,46118.64519530556,1982
1,1,95591,44924,14325819,13760303,103,96,117,101,20132659,20132659,70742,105555,83915,34414,46258.69907114324,1983
3,1,103454,123863,10388341,13149124,105,113,120,88,20132659,20132659,107478,37742,62822,49206,46031.13406282015,1984
2,1,70701,41453,10797307,14035042,101,95,119,117,20132659,20132659,62810,121426,71444,38260,46116.28730321735,1985
1,1,107172,53702,10003364,12830338,102,92,96,100,20132659,20132659,40287,65704,114031,60712,45534.579997285924,1986
1,1,36028,68426,12050092,15223502,98,91,94,107,20132659,20132659,110077,129250,64745,27271,46139.39489610313,1987
2,1,54545,49525,10506507,13327617,100,89,93,95,20132659,20132659,65122,116255,122068,75744,45426.50326296563,1988
3,2,39356,72841,15418571,14653757,115,103,118,104,20132659,20132659,113698,107735,53836,42963,44685.453297017935,1989
1,1,97764,115201,10960230,13456165,106,97,103,91,20132659,20132659,47657,100080,87064,30557,45547.683686988246,1990
2,1,101461,91193,11213701,13650913,92,90,92,89,20132659,20132659,54365,41537,47419,34679,45438.63412308926,1991
1,1,93451,21646,10629029,11329662,85,101,119,99,20132659,20132659,104974,97818,56551,40370,46021.663945506574,1992
3,1,104905,46892,10261512,13547440,104,94,97,97,20132659,20132659,96836,124621,59419,55501,45642.750032102136,1993
1,1,84343,43522,10397052,11921795,103,85,120,102,20132659,20132659,91394,53907,61628,52647,46024.59295218574,1994
2,1,109717,39959,14771738,13829101,107,109,118,94,20132659,20132659,100766,101957,73041,44889,46239.80447073648,1995
1,1,100941,51025,10168166,14858057,113,92,98,114,20132659,20132659,35350,93289,116785,37022,46269.849280878116,1996
2,1,111379,70336,10756708,13211777,112,88,114,103,20132659,20132659,112370,95692,124907,31794,45376.20356146007,1997
3,1,107357,30487,10544260,12949642,105,93,95,95,20132659,20132659,58620,128624,110942,24405,46110.53303056937,1998
1,1,103399,83578,10360851,14992286,90,90,92,101,20132659,20132659,77320,131043,67776,26881,45935.903578830934,1999
2,3,128672,108474,10624300,13343769,93,81,117,93,20132659,20132659,108588,104466,64480,91296,44492.906208347275,2000
1,1,106128,65625,10122947,13750131,116,89,105,105,20132659,20132659,23488,25295,59629,38863,46060.20007390621,2001
3,1,89607,45394,10494089,13932113,99,87,91,92,20132659,20132659,106425,33998,50747,66183,45617.060892839756,2002
1,1,28055,48593,10751144,13565918,102,91,120,106,20132659,20132659,51777,46555,120164,29449,46053.49899972111,2003
2,1,97022,79544,10293912,13055756,101,86,94,102,20132659,20132659,56482,110862,69978,33819,46045.713031068175,2004
1,1,100010,54529,10478310,14075176,104,89,119,120,20132659,20132659,60296,50466,77878,78069,45221.6064690027,2005
2,1,114415,111223,12515317,13443912,114,91,115,118,20132659,20132659,109914,127090,115174,36385,45354.56502674687,2006
1,1,95078,49898,10641328,13762829,108,92,97,100,20132659,20132659,95575,62603,56886,32329,45371.736776460326,2007
3,1,34420,47351,11587531,13299170,100,88,90,104,20132659,20132659,103049,87811,54531,42355,45332.99611660349,2008
1,1,103007,43228,10216493,13624059,103,90,117,96,20132659,20132659,98856,39276,74641,46647,46131.5798590966,2009
2,1,108622,45390,11028173,13164960,111,94,99,90,20132659,20132659,113380,56508,81035,39604,45816.83007437322,2010
1,2,98699,41053,15140652,14275915,102,90,96,91,20132659,20132659,62191,98483,61617,29061,44172.14302564621,2011
3,1,105293,52141,14082473,13491158,101,88,118,93,20132659,20132659,53136,90512,118415,36819,45971.29797029619,2012
2,1,65930,19035,10397548,13877280,105,84,119,89,20132659,20132659,66425,74344,45463,34883,45243.60632501626,2013
1,1,101781,35971,13027937,13622304,118,110,120,112,20132659,20132659,111485,114617,66823,41339,46091.6326233458,2014
1,1,94261,49567,12687266,12769024,113,93,94,94,20132659,20132659,44947,103277,112621,26267,45835.806273061724,2015
2,1,24400,39075,14574887,14519416,101,112,119,101,20132659,20132659,105971,84474,121326,31383,45979.336011795465,2016
3,1,110307,45866,10865996,13418872,106,95,100,103,20132659,20132659,100742,124693,30506,38016,46258.13787543412,2017
1,1,88013,53102,10597491,13793195,102,87,93,99,20132659,20132659,55410,71140,64221,48524,46199.389780475176,2018
2,1,51781,120572,10087891,13705680,103,96,101,87,20132659,20132659,26161,120504,59182,34165,45494.080449484514,2019
1,1,56781,72846,10325778,13274340,109,92,117,119,20132659,20132659,16694,44056,55456,44832,45316.90633510147,2020
3,3,104928,43321,10502894,13061934,99,89,120,92,20132659,20132659,108729,100694,52727,23007,44697.096284676634,2021
2,1,97793,50511,12210507,13516872,111,90,95,98,20132659,20132659,113851,129005,72193,28738,45189.64484418568,2022
1,1,80063,48138,10663414,13393513,82,91,102,95,20132659,20132659,57812,108881,85852,83008,45407.44654131627,2023
1,1,100889,70224,10000264,13918542,100,89,118,102,20132659,20132659,111090,95455,61417,71314,45957.01785334704,2024
2,1,92356,117262,10758030,13657245,112,114,99,88,20132659,20132659,104074,41916,107463,85655,46089.6320129402,2025
3,1,106978,76133,10199819,14159131,104,97,93,104,20132659,20132659,60414,78568,69638,39668,45643.22189061764,2026
1,1,112208,24458,10423003,12887631,107,82,116,97,20132659,20132659,107413,68683,123337,32252,45974.29615867326,2027
2,1,21338,46849,10552702,13566532,98,100,119,105,20132659,20132659,111076,36729,58061,51573,46189.64684660675,2028
1,1,103787,32703,10275651,14019362,84,98,92,103,20132659,20132659,48896,126604,38216,35252,46060.351818917086,2029
3,1,116807,113174,10961226,13219200,101,94,90,90,20132659,20132659,92891,117225,116667,25913,46125.06089628332,2030
1,1,100004,87239,13668560,13713852,103,91,91,116,20132659,20132659,31024,97885,67091,42899,46229.78971048405,2031
2,1,96456,16391,15279062,13368126,105,88,96,100,20132659,20132659,64922,106179,62901,30082,46075.55667849414,2032
1,2,108550,28152,14325380,13812300,102,85,120,109,20132659,20132659,63342,122580,83042,37916,44583.04744604105,2033
2,1,39974,67984,10721283,13472458,114,93,118,84,20132659,20132659,102039,53353,79964,32578,45488.3817276632,2034
3,1,101838,20559,10426695,11725321,91,87,98,111,20132659,20132659,108540,46447,119046,36383,46131.65596681929,2035
1,1,104475,42270,14443870,13146325,115,92,119,101,20132659,20132659,97572,64914,56964,41563,45182.756605506314,2036
1,1,98150,51816,10315934,13641299,104,90,97,93,20132659,20132659,114631,101427,76655,28302,45250.12258398959,2037
2,1,106364,45865,10542879,14336852,101,89,118,94,20132659,20132659,104931,93483,60648,33654,44641.388742543015,2038
3,1,102713,48453,13211251,12977451,113,86,117,96,20132659,20132659,59342,112521,65553,74057,45920.13715922316,2039
1,1,108539,44131,10183892,13291404,100,91,94,113,20132659,20132659,55370,128911,104784,39779,45881.3832332873,2040
2,1,95550,125958,12792163,13965881,102,95,91,117,20132659,20132659,67989,99931,113517,31475,46162.373238770066,2041
1,1,77135,39964,10848079,13510915,106,93,120,99,20132659,20132659,112472,104551,109872,35989,45217.706289484464,2042
3,3,91367,92195,13334930,13719493,103,102,119,91,20132659,20132659,107358,58542,51342,54911,44707.7445703587,2043
2,1,99847,53601,12384308,13885877,94,90,92,95,20132659,20132659,110215,124421,70250,45868,46173.705793312234,2044
1,1,111088,48411,10453674,13398250,83,83,100,115,20132659,20132659,99427,95800,121143,26831,45571.38837068562,2045
1,1,103403,50546,10675495,14076304,100,89,98,104,20132659,20132659,52680,40306,58468,37770,45311.05611184992,2046
2,1,100359,36706,12923297,13547631,87,88,116,89,20132659,20132659,38845,49651,125479,80958,45542.41658084197,2047
1,1,105402,42322,10338889,13812170,99,108,95,92,20132659,20132659,95499,126675,74349,41035,45367.6634426304,2048
3,1,109598,107518,13499123,11206288,105,92,93,102,20132659,20132659,61513,97810,55046,22717,46138.1260412364,2049
2,1,93633,73957,14891731,13083557,102,105,120,100,20132659,20132659,56394,108549,64222,29766,45490.0837937325,2050
1,1,113432,44260,10587710,13273869,112,94,119,107,20132659,20132659,102323,102646,116376,34602,46074.39255744876,2051
1,1,32615,45766,10203742,13651737,89,87,115,94,20132659,20132659,131057,43843,60343,49279,46141.78053219817,2052
3,1,86384,54455,10789595,13398745,104,91,118,86,20132659,20132659,113252,100499,62882,32644,46006.64601965506,2053
2,1,97748,34314,12584068,13564214,116,115,96,93,20132659,20132659,109765,60469,118341,43722,46030.22476244408,2054
1,2,106962,22896,10477932,13878119,115,85,99,103,20132659,20132659,57996,32222,67243,24973,44318.629328585506,2055
2,1,103324,38580,10372386,14195326,101,90,118,90,20132659,20132659,107478,36625,128720,38492,45513.530992858774,2056
1,1,38468,61618,10648244,13178631,107,99,117,101,20132659,20132659,104758,119174,48683,30371,45550.94842060222,2057
3,1,59723,49751,11808143,13730880,114,88,97,105,20132659,20132659,72180,91397,56646,28044,46148.05034768066,2058
1,1,82363,18524,13836481,13489700,106,90,120,91,20132659,20132659,60090,67267,114712,36316,45956.21218529289,2059
2,1,101375,80363,10552938,12761466,103,91,119,95,20132659,20132659,50056,98069,77882,65126,45305.745711037474,2060
